sugu,vanus,lapsed,emaharidus,isaharidus,kaaslane,staatus3,tervis,haridus,haridustase,sissetulek,meeldib_oppida,literacy,numeracy,psolvskills,hvaldkond,kaalud
Mees,23,Ei,Kõrg,NA,Ei,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,1295.771,Mõningal määral,307.0144,345.5993,280.6743,Terv,141.9293
Naine,33,Jah,Kõrg,Kõrg,Ei,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,299.5691,320.6139,349.8253,Sots,93.64667
Naine,50,Jah,Kõrg,Kõrg,Ei,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,644.4749,Mõningal määral,288.2424,280.1311,NA,TehTo,133.9683
Naine,50,Jah,Kõrg,Põhi,NA,Mitteaktiivne,Rahuldav,Rakenduskõrg,Kõrge,NA,Mõningal määral,247.5665,313.238,229.7921,TehTo,119.9914
Mees,22,Ei,Kesk,Kesk,Ei,Hõivatud,Rahuldav,Kesk,Keskmine,348.3776,Üldse mitte,249.0386,229.7276,NA,Üld,132.8443
Naine,23,Ei,Kesk,Kesk,Ei,Mitteaktiivne,Hea,Kesk,Keskmine,NA,Suurel määral,299.2695,255.9086,292.0536,Üld,115.5237
Mees,26,Ei,Kõrg,Kõrg,Jah,Hõivatud,Väga hea,Kesk,Keskmine,1539.198,Mõningal määral,318.425,332.4839,323.9226,Üld,148.5919
Naine,45,Jah,Kesk,Kõrg,Jah,Mitteaktiivne,Hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,324.2537,293.5735,284.477,Sots,113.9431
Naine,23,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Põhi,Madal,341.7985,Suurel määral,273.418,281.0084,278.164,Üld,111.0168
Naine,21,Ei,Kesk,Kesk,Ei,Mitteaktiivne,Hea,Kesk,Keskmine,NA,Suurel määral,320.4658,294.378,294.9311,Üld,118.4273
Mees,28,Jah,Põhi,NA,Jah,Hõivatud,Hea,Põhi,Madal,223.3743,Mõningal määral,174.5565,237.1743,228.6822,Üld,220.4326
Naine,33,Jah,Kõrg,Kõrg,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,NA,Väga suurel määral,334.0742,300.8087,330.9825,Terv,116.4542
Naine,42,Jah,NA,Kõrg,Ei,Hõivatud,Rahuldav,Kesk,Keskmine,476.6667,Suurel määral,266.4426,219.7285,NA,TehTo,116.5867
Naine,47,Jah,Põhi,Kesk,Ei,Hõivatud,Rahuldav,Kesk-järgne kutse,Keskmine,635,Mõningal määral,257.2244,243.4491,243.5045,TehTo,95.37682
Mees,33,Jah,Kõrg,NA,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,800,Väga suurel määral,345.1142,345.5298,331.1437,Põ,122.8618
Naine,31,Jah,Kesk,Kesk,Jah,Hõivatud,Halb,Kesk,Keskmine,370,Mõningal määral,219.8262,178.6113,NA,Teen,130.4824
Naine,23,Ei,Kesk,Kesk,Ei,Hõivatud,Hea,Põhi,Madal,552.3303,Väga suurel määral,232.3105,217.6281,235.3582,Üld,112.0005
Naine,17,Ei,Kesk,Kesk,Ei,Mitteaktiivne,Väga hea,Põhi,Madal,NA,Mõningal määral,300.1041,277.8475,304.3982,Üld,106.8165
Naine,49,Jah,Kesk,Kesk,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,486.5391,Suurel määral,287.9937,302.7422,283.8491,Õp,122.7917
Naine,33,Jah,Kesk,Kõrg,Jah,Hõivatud,Hea,Kesk,Keskmine,354.9567,Mõningal määral,259.2184,247.1096,NA,Üld,128.2823
Naine,27,Ei,Põhi,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,NA,Suurel määral,284.7236,280.4734,295.5975,Üld,109.5983
Mees,48,Jah,Kõrg,Kesk,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,1000,Mõningal määral,232.0579,243.9683,212.6137,TehTo,129.6345
Naine,22,Ei,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,644.4749,Suurel määral,317.5785,308.9908,284.3471,Üld,115.7419
Mees,36,Jah,Kesk,Kesk,Jah,Hõivatud,Väga hea,Kesk,Keskmine,NA,Suurel määral,233.9836,275.7383,248.5943,Üld,139.1399
Mees,20,Ei,Kõrg,Kõrg,Jah,Mitteaktiivne,Väga hea,Kesk,Keskmine,NA,Mõningal määral,367.3589,366.533,367.4751,Üld,116.5944
Mees,28,Ei,Kesk,Kesk,Ei,Hõivatud,Väga hea,Rakenduskõrg,Kõrge,969.4466,Suurel määral,245.9284,238.0501,213.7979,TehTo,169.5588
Mees,57,Ei,Kesk,Kesk,NA,Hõivatud,Suurepärane,Akadeemiline kõrg,Kõrge,NA,Suurel määral,294.7306,302.9555,297.8086,TehTo,119.3147
Naine,49,Jah,Kesk,Põhi,NA,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,633.9114,Mõningal määral,274.5224,272.0023,269.8285,Sots,114.2591
Naine,34,Jah,Kõrg,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,1091.818,Väga suurel määral,315.862,266.3312,274.9748,Sots,105.67
Naine,17,Ei,Kõrg,Kesk,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Suurel määral,289.3488,266.0871,307.4417,Üld,115.7419
Mees,44,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,354.9567,Mõningal määral,116.5321,149.3498,NA,TehTo,106.0522
Naine,46,Jah,Kõrg,Kesk,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,650,Suurel määral,311.2613,320.1083,302.0959,TehTo,96.19888
Mees,21,Ei,Kõrg,Kõrg,Ei,Hõivatud,Hea,Kesk,Keskmine,1083.333,Mõningal määral,357.3657,335.1071,340.9944,Üld,113.2393
Mees,45,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,947.0776,Väga suurel määral,322.9705,331.9321,293.4968,Teen,139.1399
Naine,43,Ei,Põhi,Kesk,NA,Töötu,Väga hea,Kesk,Keskmine,NA,Mõningal määral,176.976,187.9114,196.1432,Üld,126.9208
Mees,29,Ei,Kesk,Kesk,Ei,Hõivatud,Hea,Põhi,Madal,420.7479,Suurel määral,286.815,327.9507,320.17,Üld,139.8309
Mees,21,Ei,Kõrg,Kesk,NA,Hõivatud,Suurepärane,Kesk,Keskmine,147,Suurel määral,337.4268,345.5016,388.0199,Üld,122.7014
Naine,37,Jah,Kõrg,Kesk,Ei,Hõivatud,Hea,Kesk,Keskmine,520,Suurel määral,314.7396,310.279,315.9792,Üld,92.95641
Naine,27,Jah,Kesk,Kesk,Ei,Hõivatud,Hea,Põhi,Madal,380,Väga suurel määral,309.7263,262.6378,NA,Üld,129.527
Naine,46,Jah,Põhi,Põhi,Ei,Töötu,Rahuldav,Rakenduskõrg,Kõrge,NA,Suurel määral,316.5468,277.3032,250.3034,Terv,114.2591
Naine,46,Jah,Põhi,Kesk,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,289.1655,Mõningal määral,205.3136,251.4521,192.1069,TehTo,96.73882
Mees,51,Jah,Kõrg,Kõrg,NA,Mitteaktiivne,Halb,Rakenduskõrg,Kõrge,NA,Mõningal määral,253.6505,283.6708,239.7467,Sots,95.58782
Naine,22,Jah,Kesk,Kesk,Ei,Hõivatud,Väga hea,Kesk-järgne kutse,Keskmine,552.3303,Väga suurel määral,277.1117,235.1398,317.6054,Sots,99.25687
Mees,62,Jah,Põhi,Kesk,Jah,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Mõningal määral,301.1646,312.3002,248.5925,TehTo,121.2352
Mees,17,Ei,Kesk,Kesk,Ei,Töötu,Suurepärane,Põhi,Madal,NA,Mõningal määral,234.8349,241.0435,236.9608,Üld,125.5482
Naine,65,Ei,Põhi,Põhi,NA,Mitteaktiivne,Halb,Kesk,Keskmine,NA,NA,260.3578,249.3407,NA,Üld,107.7365
Mees,61,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Mõningal määral,269.8618,259.3552,NA,Üld,88.45889
Naine,19,Ei,Kesk,Kesk,Ei,Töötu,Hea,Kesk,Keskmine,NA,Väga suurel määral,279.5269,224.1291,302.7162,Üld,132.1464
Naine,39,Jah,Põhi,Põhi,Jah,Hõivatud,Väga hea,Kesk,Keskmine,NA,Mõningal määral,281.4711,319.103,275.8872,Hum,95.11311
Mees,35,Ei,Kesk,Kesk,NA,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,2591.858,Mõningal määral,304.6994,286.7656,338.9006,Täp,148.5919
Naine,37,Jah,Põhi,Põhi,Jah,Hõivatud,Suurepärane,Põhi,Madal,644.4749,Mõningal määral,234.3234,231.3971,241.5542,Üld,95.93289
Naine,58,Jah,Põhi,Kõrg,Ei,Hõivatud,Halb,Kesk,Keskmine,201.0053,Mõningal määral,270.2321,308.9688,263.6225,Põ,85.89999
Naine,62,Jah,Põhi,Kesk,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,390.4839,Mõningal määral,314.4258,339.2654,304.447,TehTo,113.1567
Mees,45,Ei,Põhi,Põhi,Ei,Hõivatud,Rahuldav,Kesk,Keskmine,277.3231,Üldse mitte,282.7481,320.7838,NA,TehTo,167.8111
Naine,50,Jah,Põhi,Põhi,NA,Hõivatud,Rahuldav,Kesk,Keskmine,644.4749,Mõningal määral,271.1876,246.3676,NA,Üld,80.80198
Naine,45,Jah,Kesk,Põhi,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,277.3333,Mõningal määral,287.3629,287.6254,288.2345,TehTo,121.9408
Naine,56,Jah,Põhi,Kesk,Ei,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Väga vähe,220.4275,180.8979,NA,Teen,84.63857
Mees,26,Ei,Kesk,Kesk,Ei,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,1276.034,Väga suurel määral,320.4799,312.6925,323.2309,Teen,227.555
Mees,52,Jah,Põhi,Kõrg,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,672,Mõningal määral,327.5775,325.6814,282.9727,Üld,151.7437
Naine,32,Ei,Kesk,NA,Ei,Hõivatud,Hea,Põhi,Madal,519.4347,Mõningal määral,253.5159,233.9842,250.6683,Üld,102.2412
Mees,53,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,3293.333,Väga suurel määral,252.2408,250.1517,255.5387,Üld,130.2698
Mees,25,Ei,Kesk,Kesk,Ei,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Mõningal määral,233.9898,241.4834,253.8289,Üld,111.1388
Naine,23,Ei,Kõrg,Põhi,Ei,Mitteaktiivne,Väga hea,Kesk-järgne kutse,Keskmine,NA,Suurel määral,266.1536,284.4338,271.1613,Teen,122.4966
Naine,60,Jah,Põhi,NA,NA,Hõivatud,Rahuldav,Kesk,Keskmine,381.2732,Väga vähe,270.8254,214.2585,NA,Terv,104.2818
Naine,57,Jah,Kõrg,Kesk,NA,Töötu,Rahuldav,Rakenduskõrg,Kõrge,NA,Mõningal määral,277.9185,272.3917,NA,Sots,113.1567
Naine,60,Jah,Põhi,Kesk,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,NA,Suurel määral,281.6261,284.3132,258.285,Põ,93.03661
Naine,49,Jah,Kõrg,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,420.7479,Mõningal määral,322.0832,286.2767,NA,Hum,114.2591
Mees,48,Jah,Põhi,Põhi,Jah,Töötu,Rahuldav,Kesk,Keskmine,NA,Suurel määral,243.6304,254.8153,NA,Üld,109.8019
Naine,16,Ei,Kesk,Kesk,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Väga suurel määral,317.2669,273.4561,312.2018,Üld,118.4273
Mees,23,Ei,Kesk,Kesk,Ei,Hõivatud,Rahuldav,Kesk,Keskmine,872.551,Mõningal määral,304.4061,327.8736,325.1423,TehTo,111.6711
Naine,47,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Põhi,Madal,346.6667,Mõningal määral,299.3228,275.0281,NA,Üld,102.7272
Naine,60,Jah,Kesk,Kesk,Jah,Hõivatud,Halb,Kesk,Keskmine,280,Mõningal määral,221.3632,205.2522,NA,Üld,113.1567
Naine,50,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,950,Mõningal määral,344.4693,338.7051,295.5356,Sots,109.8928
Mees,57,Jah,Põhi,Kesk,NA,Hõivatud,Hea,Kesk,Keskmine,NA,Mõningal määral,269.7723,289.8834,263.947,Üld,121.2352
Mees,19,Ei,Kesk,Kesk,Ei,Hõivatud,Suurepärane,Kesk-järgne kutse,Keskmine,1276.034,Mõningal määral,298.2823,305.4538,318.3515,TehTo,118.1186
Naine,51,Jah,Põhi,Põhi,Ei,Hõivatud,Rahuldav,Kesk-järgne kutse,Keskmine,700,Väga vähe,240.3803,233.0723,NA,Teen,122.7917
Naine,61,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Väga suurel määral,278.234,265.4995,205.3676,Teen,89.82339
Naine,37,Jah,Põhi,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,1350,Suurel määral,332.2469,294.3124,293.1802,Sots,113.9431
Naine,39,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,NA,Mõningal määral,271.4556,275.0606,257.275,Sots,113.9431
Mees,32,Jah,Kõrg,Kesk,NA,Hõivatud,Hea,Kesk,Keskmine,NA,Väga suurel määral,306.0698,330.0173,276.1293,Üld,148.5919
Mees,43,Jah,Kõrg,NA,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,2241.008,Mõningal määral,249.3676,286.3446,246.2307,Põ,106.0522
Mees,55,Jah,Kesk,Kõrg,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,2328.693,Mõningal määral,277.3001,286.1571,NA,TehTo,95.58782
Naine,28,Ei,Kesk,Kõrg,NA,Hõivatud,Suurepärane,Akadeemiline kõrg,Kõrge,1604.99,Mõningal määral,334.3357,330.2065,310.6151,Hum,129.527
Naine,61,Jah,Kesk,Kesk,Ei,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,749.7039,Väga suurel määral,240.7313,242.9834,208.3654,Õp,88.65052
Mees,60,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,749.7039,Mõningal määral,290.3455,281.8844,NA,Üld,110.8579
Naine,20,Jah,Kõrg,NA,Jah,Hõivatud,Rahuldav,Põhi,Madal,387.8293,Mõningal määral,277.5202,255.6992,276.9921,Üld,118.4273
Mees,61,Jah,Põhi,Põhi,NA,Hõivatud,Hea,Kesk,Keskmine,881.2864,Mõningal määral,235.5813,268.6978,NA,TehTo,119.3147
Mees,25,Jah,Kõrg,Kõrg,Ei,Töötu,Rahuldav,Kesk,Keskmine,NA,Väga suurel määral,226.9259,265.313,241.94,TehTo,141.9293
Naine,35,Jah,Kesk,Põhi,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,683.9127,Suurel määral,275.5805,310.2944,273.2036,Terv,102.5779
Mees,28,Ei,Kõrg,Kõrg,Ei,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,NA,Mõningal määral,235.1035,270.9942,271.4554,Teen,112.1989
Naine,63,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,749.7039,Mõningal määral,265.7479,276.8935,NA,Sots,106.8208
Mees,49,Jah,Kesk,Põhi,NA,Hõivatud,Rahuldav,Kesk-järgne kutse,Keskmine,NA,Mõningal määral,224.5154,236.0315,NA,TehTo,98.79346
Naine,18,Ei,Kõrg,Kesk,Ei,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Suurel määral,205.5707,171.6874,210.6808,Üld,116.6197
Mees,26,Jah,Põhi,Kesk,Jah,Hõivatud,Rahuldav,Põhi,Madal,523.5306,Väga suurel määral,254.4082,260.7395,244.728,Üld,111.1388
Naine,64,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Suurel määral,210.6295,177.9256,NA,Üld,74.46175
Naine,38,Jah,Põhi,Põhi,Jah,Töötu,Hea,Rakenduskõrg,Kõrge,NA,Suurel määral,324.1066,283.2394,303.7774,Terv,97.20211
Mees,64,Ei,Kõrg,Kõrg,NA,Mitteaktiivne,Rahuldav,Kesk-järgne kutse,Keskmine,NA,Üldse mitte,152.7271,185.1859,NA,TehTo,145.8649
Naine,54,Jah,Kesk,Kesk,NA,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,670,Väga suurel määral,385.3229,328.912,NA,Sots,114.2591
Naine,16,Ei,Kõrg,Kesk,Ei,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Mõningal määral,270.2455,257.3108,258.1284,Üld,132.8315
Naine,51,Jah,Kesk,Kesk,Jah,Mitteaktiivne,Halb,Kesk,Keskmine,NA,Väga vähe,266.9422,285.3407,NA,Üld,91.84532
Mees,53,Jah,Põhi,NA,Jah,Töötu,Hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,281.5629,291.3462,317.4359,TehTo,160.514
Naine,39,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,235.8059,277.6065,245.9034,Teen,92.95641
Naine,45,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,683.9127,Suurel määral,244.6596,254.9253,217.4738,Terv,107.6133
Naine,40,Jah,Kesk,Kesk,Jah,Hõivatud,Rahuldav,Kesk-järgne kutse,Keskmine,618.1215,Mõningal määral,262.6159,221.4668,NA,Teen,100.6793
Mees,34,Jah,Kõrg,Kesk,NA,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,518,Suurel määral,210.6109,249.186,256.4708,Sots,216.3089
Naine,62,Jah,Põhi,Kesk,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,1078.66,Mõningal määral,263.2052,293.3948,246.3854,TehTo,113.2684
Mees,26,Jah,NA,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,1802.363,Suurel määral,186.8321,200.8098,235.6959,Üld,150.4979
Naine,25,Ei,Kesk,NA,Ei,Hõivatud,Hea,Kesk,Keskmine,947.0776,Suurel määral,240.1106,232.7193,260.3186,Üld,115.7419
Mees,54,Jah,Kesk,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,2591.858,Suurel määral,230.5795,239.3529,NA,TehTo,107.0013
Naine,23,Jah,Kesk,Kõrg,Jah,Hõivatud,Suurepärane,Põhi,Madal,NA,Suurel määral,170.9376,175.087,190.0564,Üld,125.3096
Naine,39,Jah,Kesk,NA,Jah,Mitteaktiivne,Suurepärane,Põhi,Madal,NA,Väga suurel määral,225.106,190.2936,NA,Üld,113.9431
Naine,32,Jah,Kõrg,Kõrg,Jah,Hõivatud,Väga hea,Rakenduskõrg,Kõrge,NA,Suurel määral,312.3814,266.0421,296.2117,Teen,104.6977
Naine,42,Jah,NA,NA,Jah,Hõivatud,Rahuldav,Põhi,Madal,520,Väga vähe,258.3982,225.2964,247.2787,Üld,109.589
Naine,51,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,NA,Suurel määral,301.0372,312.2393,NA,Sots,100.9584
Naine,44,Jah,Kesk,Kesk,Jah,Mitteaktiivne,Suurepärane,Akadeemiline kõrg,Kõrge,NA,Suurel määral,236.093,205.4696,214.8562,Sots,126.9208
Naine,17,Ei,Kesk,Põhi,Ei,Töötu,Väga hea,Põhi,Madal,NA,Suurel määral,249.0834,240.4769,234.6671,Üld,125.3096
Mees,51,Jah,Kesk,Kõrg,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,815,Suurel määral,261.0032,257.9348,228.56,TehTo,144.6558
Naine,32,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Põhi,Madal,NA,Mõningal määral,201.136,214.6001,NA,Teen,104.1182
Mees,31,Ei,Kõrg,Kesk,Ei,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Suurel määral,246.9089,263.0671,246.8435,Üld,169.5588
Naine,52,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Hea,Põhi,Madal,NA,Mõningal määral,236.2435,214.1886,NA,Üld,81.46404
Naine,49,Ei,Põhi,Põhi,NA,Hõivatud,Hea,Rakenduskõrg,Kõrge,270,Suurel määral,306.8694,307.63,NA,TehTo,109.3224
Mees,60,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Väga vähe,213.3073,196.6953,NA,Üld,143.1362
Mees,30,Ei,Kõrg,Kõrg,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,2065.528,Suurel määral,337.4304,364.4791,333.0417,Täp,115.8681
Naine,27,Jah,Kõrg,Kõrg,Jah,Mitteaktiivne,Väga hea,Kesk,Keskmine,NA,Suurel määral,310.3356,293.2816,304.2306,Üld,102.2412
Naine,24,Ei,Kesk,Põhi,Ei,Hõivatud,Hea,Kesk,Keskmine,600,Mõningal määral,328.8921,293.1032,NA,Üld,125.3096
Mees,64,Jah,Kesk,Kesk,Jah,Mitteaktiivne,Rahuldav,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,260.2511,310.5876,254.039,TehTo,117.8036
Mees,28,Ei,Kõrg,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Väga suurel määral,327.8267,325.8375,348.8423,Sots,133.5027
Mees,56,Jah,Kesk,Põhi,Ei,Mitteaktiivne,Halb,Kesk,Keskmine,NA,Mõningal määral,205.8687,208.1763,NA,Üld,97.23598
Mees,35,Jah,Kõrg,Kõrg,Jah,Hõivatud,Suurepärane,Akadeemiline kõrg,Kõrge,470,Suurel määral,272.9519,263.6059,255.5758,Sots,169.5588
Naine,50,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Hea,Kesk,Keskmine,NA,Mõningal määral,272.8553,270.2548,NA,Üld,122.2789
Naine,61,Ei,Põhi,Põhi,NA,Hõivatud,Hea,Kesk,Keskmine,485.2233,Suurel määral,274.3878,253.8206,NA,Terv,105.2936
Mees,16,Ei,Kõrg,Kesk,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Suurel määral,298.8503,255.5947,270.6002,Üld,125.5482
Naine,19,Ei,Põhi,Põhi,Ei,Mitteaktiivne,Väga hea,Põhi,Madal,NA,Mõningal määral,291.5941,230.2561,282.9148,Üld,91.3455
Naine,51,Jah,Põhi,Põhi,Ei,Hõivatud,Hea,Kesk,Keskmine,552.3303,Suurel määral,310.2639,313.0861,294.2739,Üld,102.7272
Naine,31,Jah,Kõrg,Kesk,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,1300,Mõningal määral,357.7123,364.3879,356.0504,Terv,132.5322
Naine,36,Jah,Kesk,Põhi,Jah,Hõivatud,Väga hea,Rakenduskõrg,Kõrge,1500,Suurel määral,291.1005,290.5879,280.5844,Sots,92.95641
Mees,30,Ei,Põhi,Põhi,Ei,Mitteaktiivne,Hea,Kesk,Keskmine,NA,Väga suurel määral,294.3492,282.4687,283.6952,Üld,102.6844
Naine,27,Jah,Kõrg,Kõrg,Jah,Hõivatud,Hea,Kesk,Keskmine,552.3303,Suurel määral,273.3119,298.8418,304.8618,Üld,95.81938
Naine,60,Jah,Põhi,Kesk,NA,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,697.071,Mõningal määral,237.3564,265.6917,241.5703,Sots,107.7365
Mees,45,Ei,Kesk,Kesk,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,1407.616,Väga suurel määral,345.2043,371.5716,331.1934,TehTo,133.7182
Naine,40,Jah,Kesk,Kesk,Ei,Hõivatud,Rahuldav,Põhi,Madal,212.8477,Üldse mitte,234.3633,246.6091,241.3176,Üld,95.93289
Naine,34,Jah,Kesk,Kesk,Ei,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,800,Suurel määral,228.8998,221.2467,194.3052,Õp,174.0099
Mees,62,Jah,Põhi,Põhi,Jah,Hõivatud,Halb,Põhi,Madal,289.1655,Mõningal määral,244.5741,234.5421,NA,Üld,91.24158
Naine,59,Jah,NA,Põhi,NA,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,NA,Mõningal määral,284.3055,302.0543,NA,Terv,93.19811
Naine,37,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,1000,Väga suurel määral,373.5286,354.1349,378.8382,Sots,103.3508
Naine,47,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Väga suurel määral,351.7523,327.9381,NA,Sots,90.18954
Naine,57,Ei,Kõrg,Kõrg,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,289.1655,Suurel määral,268.2418,231.0309,246.6845,Sots,113.1567
Mees,40,Ei,Kõrg,Kõrg,Jah,Hõivatud,Väga hea,Kesk,Keskmine,NA,Väga suurel määral,272.5755,305.843,347.0808,Üld,101.9056
Mees,16,Ei,Kesk,Kesk,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Suurel määral,327.1389,302.3877,311.2166,Üld,117.6922
Mees,53,Jah,Kesk,Kesk,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,320.7103,307.4888,NA,TehTo,113.8739
Naine,29,Jah,NA,Kõrg,Ei,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Mõningal määral,243.2339,178.3064,NA,Üld,123.9307
Mees,58,Jah,Põhi,NA,Jah,Mitteaktiivne,Halb,Põhi,Madal,NA,Mõningal määral,198.4395,228.8093,NA,Üld,111.6423
Naine,42,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Põhi,Madal,315.482,Suurel määral,239.9339,216.3614,NA,Üld,95.11311
Naine,36,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,NA,Mõningal määral,254.8386,262.7315,236.2081,Üld,95.93289
Naine,22,Ei,Kõrg,Kesk,Ei,Mitteaktiivne,Väga hea,Akadeemiline kõrg,Kõrge,NA,Väga suurel määral,333.5729,352.0692,304.8318,Täp,184.0974
Naine,45,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,400,Suurel määral,285.0632,328.3865,271.5927,Sots,91.59137
Naine,40,Jah,Põhi,Põhi,Jah,Hõivatud,Suurepärane,Kesk,Keskmine,815.4951,Suurel määral,211.6177,190.9977,NA,Terv,162.9217
Mees,23,Ei,Kesk,Põhi,Jah,Hõivatud,Hea,Põhi,Madal,1276.034,Suurel määral,295.9601,316.5969,302.9455,TehTo,125.9017
Naine,52,Jah,Põhi,Kesk,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,618.1215,Mõningal määral,241.7563,258.7375,214.2272,Terv,122.7917
Naine,54,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Kesk-järgne kutse,Keskmine,NA,Suurel määral,241.456,252.8293,215.037,Sots,90.18954
Mees,18,Ei,Kesk,Kesk,Ei,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Väga vähe,308.5197,258.0516,331.8518,Üld,141.9293
Naine,61,Jah,Põhi,NA,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,151.004,Üldse mitte,215.2236,239.7805,NA,Üld,129.3083
Mees,57,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Põhi,Madal,NA,Mõningal määral,288.8561,308.5966,NA,TehTo,89.77724
